Countries,Yield,Predictions_0 days before harvest,Predictions_16 days before harvest,Predictions_32 days before harvest,Predictions_48 days before harvest,Predictions_64 days before harvest,Predictions_80 days before harvest,Predictions_96 days before harvest,Predictions_112 days before harvest,Predictions_128 days before harvest,Error_0 days before harvest (%),Error_16 days before harvest (%),Error_32 days before harvest (%),Error_48 days before harvest (%),Error_64 days before harvest (%),Error_80 days before harvest (%),Error_96 days before harvest (%),Error_112 days before harvest (%),Error_128 days before harvest (%)
Gabon,2811.2,2647.0136,2730.46367,2729.0861,2729.48121,2759.16873,2791.87772,2729.61256,2713.33852,2712.06966,-5.840438247,-2.871952547,-2.920955464,-2.906900612,-1.850856218,-0.6873321,-2.90222823,-3.481128344,-3.526264229
Indonesia,5226.3,4954.01153,4949.86504,4941.49331,4958.56805,4958.1652,4951.73106,4929.57701,4923.50636,4927.00163,-5.209966324,-5.289305245,-5.449489888,-5.122781892,-5.130490022,-5.253600827,-5.677496317,-5.793652106,-5.726773626
Madagascar,2744.6,3126.33689,3042.23542,3035.71471,2924.01492,2933.81284,2935.55684,2942.51531,2940.49884,2943.83791,13.90865299,10.84440064,10.60681739,6.53701523,6.894004226,6.957547184,7.211080303,7.137609852,7.259269475
Malawi,2039.5,2020.2048,1935.93969,1950.96952,1947.77156,1948.80687,1930.89856,1923.14715,1932.62456,1847.5588,-0.946075018,-5.077730326,-4.340793332,-4.497594508,-4.446831576,-5.324905124,-5.704969355,-5.240276538,-9.411189017
Malaysia,3768.3,3769.0629,3777.84426,3771.99617,3770.86114,3790.02698,3779.45127,3789.50461,3770.90117,3801.58034,0.020245203,0.253277605,0.098085874,0.067965396,0.57657246,0.295923095,0.562710241,0.069027678,0.883165884
Mozambique,1220.7,1118.79715,1087.74788,1073.80486,1074.59279,1071.25776,1060.99784,1062.51651,1057.45865,1004.23374,-8.347902843,-10.89146555,-12.03368068,-11.96913328,-12.24233964,-13.08283444,-12.95842467,-13.37276563,-17.73296142
Paraguay,6632.6,4626.97145,4348.8056,4311.89548,4278.88787,4148.94357,4133.92523,4224.48106,4293.87761,4642.36652,-30.23894928,-34.43286796,-34.98936345,-35.48702063,-37.44619651,-37.67262868,-36.30731448,-35.26101966,-30.00683714
South Africa,2862.8,2703.40081,2786.73835,2782.34109,2829.41046,2861.36602,2854.53689,2859.43129,2840.97104,2838.21961,-5.567947115,-2.656897094,-2.810497066,-1.166324577,-0.050090122,-0.288637348,-0.11767186,-0.762503842,-0.858613595
Sri Lanka,4570.9,3794.09849,3760.32857,3740.62906,3752.76308,3770.74929,3784.76411,3810.88692,3809.14612,3839.44776,-16.99449802,-17.73330044,-18.16427706,-17.89881468,-17.50532083,-17.19871119,-16.62720865,-16.66529305,-16.00236802
Uruguay,9397,7780.81919,7752.47106,7761.28736,7755.35749,7663.95368,7649.13623,7627.88062,7686.36071,7717.04631,-17.19890188,-17.50057401,-17.40675364,-17.46985751,-18.4425489,-18.60023167,-18.82642737,-18.20410014,-17.87755337
Zambia,1489.3,1516.28579,1516.62424,1513.92476,1516.64361,1518.04704,1522.96694,1512.72227,1514.33044,1522.20162,1.811978111,1.834703552,1.653445243,1.836004163,1.930238367,2.260588196,1.572703283,1.680684886,2.209200295
Zimbabwe,839,747.12964,750.67599,756.74487,757.39336,783.36321,808.50267,760.53509,762.01358,741.64847,-10.94998331,-10.52729559,-9.803948749,-9.726655542,-6.631321812,-3.634961859,-9.352194279,-9.175973778,-11.60328129
