Countries,Yield,Predictions_0 days before harvest,Predictions_16 days before harvest,Predictions_32 days before harvest,Predictions_48 days before harvest,Predictions_64 days before harvest,Predictions_80 days before harvest,Predictions_96 days before harvest,Predictions_112 days before harvest,Predictions_128 days before harvest,Error_0 days before harvest (%),Error_16 days before harvest (%),Error_32 days before harvest (%),Error_48 days before harvest (%),Error_64 days before harvest (%),Error_80 days before harvest (%),Error_96 days before harvest (%),Error_112 days before harvest (%),Error_128 days before harvest (%)
Tajikistan,3152,2720.98397,2710.41726,2719.75123,2754.08771,2737.38019,2729.201,2664.82661,2644.48928,2627.81719,-13.67436643,-14.0096047,-13.71347621,-12.62412088,-13.15418179,-13.41367386,-15.45600857,-16.10122843,-16.63016529
Thailand,1061.6,1052.87567,1064.89262,1088.34043,1067.31321,1048.7377,1072.1816,1102.13357,903.81133,963.14173,-0.821809533,0.310156368,2.518879992,0.538169744,-1.211595705,0.996759608,3.81815844,-14.86328843,-9.274516767
Tunisia,1719.5,1740.28172,1756.90003,1804.76144,1825.67178,1790.03786,1827.78031,1796.28117,1854.78417,1873.83369,1.208590869,2.175052632,4.95850189,6.174572841,4.102230881,6.297197441,4.46531957,7.867645827,8.97549811
Turkiye,2964.7,2612.91651,2602.47028,2596.44839,2617.97765,2608.07887,2586.62645,2599.2482,2608.48389,2594.17071,-11.8657365,-12.21809019,-12.4212099,-11.69502311,-12.02891119,-12.75250616,-12.32677168,-12.01524977,-12.49803656
Turkmenistan,2141.5,2325.51893,2346.0495,2398.9361,2419.64367,2420.8342,2471.87086,2492.44645,2539.75826,2451.46158,8.592992295,9.551692739,12.02129816,12.98826383,13.04385711,15.42707728,16.38787999,18.59716367,14.47404063
Uganda,1666.7,1597.60983,1606.93643,1609.22237,1614.49469,1609.92968,1613.53821,1600.79186,,,-4.145327293,-3.585742485,-3.448588828,-3.132255955,-3.406151077,-3.189643607,-3.954409312,,
Ukraine,3795,3289.92087,3352.04391,3393.08795,3235.56946,3460.91534,3600.12834,3700.33712,3762.01455,3944.26258,-13.30906798,-11.67209723,-10.59056785,-14.7412527,-8.803284848,-5.134958103,-2.49441054,-0.869181818,3.933137813
United Kingdom of Great Britain and Northern Ireland,6963.2,7742.91315,7716.83904,7693.36727,7686.52378,7689.13144,7649.47115,7652.3547,7784.57382,7839.46192,11.19762681,10.82317096,10.48608786,10.38780704,10.4252562,9.855686322,9.897097599,11.79592457,12.58418428
United Republic of Tanzania,1287.9,1466.49392,1479.72315,1408.55679,1439.99691,1435.57022,1403.49424,1413.32354,1261.08544,1164.37715,13.86706421,14.89425809,9.368490566,11.80968321,11.46596941,8.975404923,9.738608588,-2.082037425,-9.59102803
United States of America,3341.7,3274.02013,3235.61019,3285.52852,3332.2919,3301.92513,3301.4561,3253.53284,3272.73614,3265.13054,-2.025312565,-3.174725738,-1.680925278,-0.281536344,-1.190258551,-1.204294222,-2.638392435,-2.063735823,-2.291332555
Uruguay,3268.6,3004.52537,2960.70993,2972.04666,3022.30052,3070.63511,2963.02964,2907.00704,,,-8.079135716,-9.419631341,-9.072793857,-7.535320321,-6.056565196,-9.348661812,-11.06262498,,
Uzbekistan,4555.6,4300.13355,4236.20918,4227.48685,4227.7485,4175.82215,4136.44374,4138.77146,4107.71481,4039.69596,-5.607745412,-7.0109496,-7.202413513,-7.196670032,-8.336505619,-9.200901308,-9.149805514,-9.831530205,-11.32461235
Venezuela (Bolivarian Republic of),2829.7,2936.48647,2937.57595,2933.41823,2932.22899,2935.95363,2937.7782,2924.73887,,,3.773773545,3.812275153,3.665343676,3.623316606,3.75494328,3.819422554,3.358619995,,
Yemen,2148.5,1531.54341,1538.43971,1520.91323,1441.34421,1503.89214,1521.94333,1526.88139,,,-28.71568955,-28.39470747,-29.21046172,-32.91393018,-30.00269304,-29.16251664,-28.93267908,,
Zambia,7368,6392.1679,6440.73336,6513.004,6339.81483,6242.09276,6046.90127,6093.96939,6322.55913,6464.69741,-13.24419245,-12.58505212,-11.60418024,-13.95473901,-15.28104289,-17.93022163,-17.2914035,-14.18893689,-12.25980714
Zimbabwe,4779.6,2599.67028,2617.39238,2604.22812,2604.02921,2670.78605,2653.30707,2590.56068,2798.73025,3053.13942,-45.60904092,-45.23825467,-45.51368064,-45.51784229,-44.1211388,-44.48683844,-45.79963428,-41.44425789,-36.12144489
