Countries,Yield,Predictions_0 days before harvest,Predictions_16 days before harvest,Predictions_32 days before harvest,Predictions_48 days before harvest,Predictions_64 days before harvest,Predictions_80 days before harvest,Predictions_96 days before harvest,Predictions_112 days before harvest,Predictions_128 days before harvest,Error_0 days before harvest (%),Error_16 days before harvest (%),Error_32 days before harvest (%),Error_48 days before harvest (%),Error_64 days before harvest (%),Error_80 days before harvest (%),Error_96 days before harvest (%),Error_112 days before harvest (%),Error_128 days before harvest (%)
Namibia,5570.3,5337.24254,5373.9974,5333.47408,5325.50595,5401.10169,5233.13854,4811.44306,4859.3868,5114.551,-4.183930129,-3.524093855,-4.251582859,-4.394629553,-3.037508034,-6.052842037,-13.62326876,-12.76256575,-8.181767589
New Caledonia,652.7,1114.5858,1071.44671,1080.8157,1135.3433,1154.30465,1276.99107,1467.55519,1532.11127,1619.22523,70.76540524,64.1560763,65.59149686,73.9456565,76.85072009,95.6474751,124.8437552,134.7343757,148.0810832
New Zealand,8852.2,8015.97439,8090.58305,8088.65949,8135.33209,8135.15809,8289.3827,8129.50083,8112.31191,,-9.44652866,-8.603702469,-8.625432209,-8.098189264,-8.100154877,-6.35793701,-8.164062832,-8.358239647,
Paraguay,2800,1914.36595,1915.69896,1906.48914,1858.40061,1857.16706,1950.53371,1844.78916,1732.33406,1761.36173,-31.6297875,-31.58218,-31.91110214,-33.62854964,-33.672605,-30.33808179,-34.11467286,-38.13092643,-37.09422393
Rwanda,1185.3,1010.96471,1004.65792,1005.09199,1056.60929,1069.52272,1001.91993,1083.88313,1085.18233,1189.09697,-14.70811525,-15.24019911,-15.203578,-10.85722686,-9.767761748,-15.47119463,-8.556219522,-8.446610141,0.320338311
South Africa,2842.6,2767.28765,2779.59784,2776.41233,2767.54793,2722.15337,2753.84726,2704.67484,2698.80334,2561.06133,-2.649417787,-2.216356856,-2.328420108,-2.64026138,-4.237199395,-3.122238092,-4.852077675,-5.058631535,-9.904266165
Uganda,1617,1578.66145,1569.63247,1571.5163,1597.48658,1594.48843,1599.71796,1640.30308,,,-2.370967842,-2.92934632,-2.812844774,-1.206766852,-1.3921812,-1.0687718,1.441130489,,
United Republic of Tanzania,1502.9,1413.94094,1273.07368,1259.28752,1308.36912,1338.53317,1369.71255,1506.01217,1321.07692,1202.0285,-5.91916029,-15.29218977,-16.20949365,-12.94370085,-10.93664449,-8.862030075,0.20707765,-12.09814891,-20.01939583
Uruguay,3667.3,2879.98625,2855.4352,2854.8452,2778.80119,2861.50403,2802.01134,2727.49936,,,-21.46848499,-22.13794345,-22.15403158,-24.22760096,-21.97245848,-23.59470619,-25.62650015,,
Zambia,6687.8,5936.19505,5951.47853,5967.62061,5984.30927,5836.99923,3631.90462,5910.68982,6251.87275,6311.15242,-11.23844837,-11.0099206,-10.76855453,-10.51901567,-12.72168381,-45.69358204,-11.61981788,-6.51824591,-5.631860702
Zimbabwe,3914.9,3099.18173,3150.08942,3084.45847,3125.80469,3378.20299,2459.4127,2484.13461,2522.26969,2594.00332,-20.83624792,-19.53589057,-21.21233058,-20.15620603,-13.70908606,-37.17814759,-36.54666505,-35.57256405,-33.74024062
