Countries,Yield,Predictions_0 days before harvest,Predictions_16 days before harvest,Predictions_32 days before harvest,Predictions_48 days before harvest,Predictions_64 days before harvest,Predictions_80 days before harvest,Predictions_96 days before harvest,Predictions_112 days before harvest,Predictions_128 days before harvest,Error_0 days before harvest (%),Error_16 days before harvest (%),Error_32 days before harvest (%),Error_48 days before harvest (%),Error_64 days before harvest (%),Error_80 days before harvest (%),Error_96 days before harvest (%),Error_112 days before harvest (%),Error_128 days before harvest (%)
Fiji,3000,2651.19215,2673.90841,2681.04567,2714.74847,2704.82164,2643.07375,2639.5923,2526.28357,2633.99801,-11.62692833,-10.86971967,-10.631811,-9.508384333,-9.839278667,-11.89754167,-12.01359,-15.79054767,-12.20006633
Gabon,1561.4,1638.45934,1651.68162,1646.61924,1657.1635,1643.15288,1643.40442,1634.14638,1637.91201,1640.71398,4.935272192,5.782094274,5.457873703,6.13318176,5.235870373,5.251980274,4.65904829,4.900218394,5.079670808
Lesotho,1025.2,890.48709,890.69497,887.72246,918.02614,940.89633,943.13244,975.19375,1087.67126,940.33539,-13.14015899,-13.11988197,-13.40982638,-10.45394655,-8.223143777,-8.005029263,-4.877706789,6.093568084,-8.277858954
Madagascar,1835.7,2043.12101,2116.02508,2109.57983,2143.54477,2171.27198,2222.61552,2267.00249,2204.55028,2082.15379,11.29928692,15.27074576,14.91963992,16.76988451,18.28032794,21.07727406,23.49526012,20.09316773,13.42560277
Malawi,2462.9,2010.19989,2013.80334,2028.59009,2010.05123,2025.23438,1995.64288,1990.57452,1764.98018,1804.08753,-18.3807751,-18.23446587,-17.63408624,-18.38681108,-17.7703366,-18.97182671,-19.17761501,-28.33731861,-26.7494608
Malaysia,7435.1,5351.45587,5581.65211,5400.78057,5374.75554,5408.85086,5558.85333,5577.39252,5578.13745,5540.58616,-28.02442644,-24.92835187,-27.36102312,-27.71105244,-27.25247999,-25.23498904,-24.98564216,-24.97562306,-25.48067733
Mauritius,8640.6,4929.74111,4779.12874,4848.44133,4863.92069,4969.86806,4941.38615,4919.96981,5044.00247,5822.38629,-42.94677326,-44.68985094,-43.88767759,-43.70853077,-42.48237321,-42.81200206,-43.05985915,-41.62439564,-32.61594924
Mozambique,1100,1248.9588,1239.62957,1275.95895,1364.1264,1280.57848,1201.63317,1157.10803,1347.83128,1550.48699,13.54170909,12.69359727,15.99626818,24.01149091,16.41622545,9.239379091,5.191639091,22.53011636,40.95336273
Myanmar,3752.8,3555.11891,3580.29718,3552.46997,3515.52334,3525.40194,3521.35358,3522.47616,3643.77384,3651.68254,-5.26756262,-4.59664304,-5.338148316,-6.322656683,-6.059423897,-6.167299616,-6.137386485,-2.905195054,-2.694453741
Namibia,2252.3,2003.56839,2015.48236,2055.50108,1982.72225,2039.28127,2060.76313,2211.61575,2549.15114,,-11.04344936,-10.51448031,-8.737686809,-11.96899836,-9.457831106,-8.504056742,-1.806342406,13.1799112,
New Caledonia,9509,4778.64453,4597.83725,4503.07173,4576.17399,4671.83935,4557.98318,4407.09404,3898.24264,3542.89869,-49.7460876,-51.64752077,-52.64410842,-51.87533926,-50.86928857,-52.06664024,-53.65344368,-59.0047046,-62.74162698
New Zealand,11400,11223.36571,11165.77429,11161.3596,11151.65355,11151.82511,11120.28293,11150.87597,11154.82833,11128.82446,-1.549423596,-2.054611491,-2.093336842,-2.178477632,-2.176972719,-2.453658509,-2.185298509,-2.150628684,-2.378732807
Oman,8203.8,8290.47361,8310.51165,8339.94397,8135.51226,8095.65917,8186.3671,8049.02083,8128.8393,7960.44999,1.056505644,1.300758795,1.65952327,-0.832391575,-1.318179746,-0.212497867,-1.88667654,-0.913731442,-2.966308418
Papua New Guinea,5474.7,4907.09283,4977.21929,5040.22037,5036.04744,5045.64187,5084.20369,5104.91537,5219.66705,5175.53592,-10.36782235,-9.086903575,-7.936135861,-8.012357937,-7.837107604,-7.132743529,-6.754427275,-4.658391327,-5.464483533
Paraguay,4129.4,3135.97609,3199.06317,3255.58004,3297.2536,3319.98934,3343.02783,3397.66144,3459.6592,3503.00151,-24.05734271,-22.52958856,-21.16094251,-20.15175086,-19.60116869,-19.04325495,-17.72021504,-16.21884051,-15.16923742
Peru,3563.1,3316.68304,3316.97059,3274.15572,3240.55669,3255.08485,3254.96761,3257.38807,3278.00893,3243.01831,-6.915802532,-6.907732312,-8.109350846,-9.052322697,-8.644583368,-8.647873762,-8.579942466,-8.001208779,-8.983236227
Rwanda,1521.6,1607.78523,1590.2528,1580.06015,1573.99894,1581.11283,1600.0072,1619.77244,1629.03009,1610.2425,5.664118691,4.511882229,3.84201827,3.443673764,3.91120071,5.152944269,6.451921661,7.060337145,5.825611199
Sao Tome and Principe,2042.7,2358.38304,2365.04057,2363.64232,2367.78463,2376.27606,2385.08714,2409.9728,2424.86243,2709.1367,15.45420473,15.78012288,15.71167181,15.91445783,16.33015421,16.761499,17.97977187,18.70869095,32.62528516
South Africa,5436.1,4273.93906,4166.89081,4123.71133,4155.07096,4134.37283,4050.49901,4007.4747,3989.20061,4277.9797,-21.37857913,-23.34778959,-24.14209948,-23.56522213,-23.94597542,-25.48887971,-26.28033517,-26.61649694,-21.30424937
Sri Lanka,4425.4,2721.05669,2713.07385,2812.98655,2807.63094,2823.69993,2824.59635,2868.3854,2867.94815,2937.24388,-38.51275162,-38.69313847,-36.43542844,-36.55644823,-36.19334004,-36.17308379,-35.18359018,-35.19347065,-33.627607
Suriname,3375,3018.01548,2823.74504,2867.14178,2895.57015,2932.74635,2932.80946,2965.36753,2916.50224,2816.53644,-10.57731911,-16.3334803,-15.04765096,-14.20532889,-13.10381185,-13.10194193,-12.13725837,-13.58511881,-16.54706844
Timor-Leste,972.1,2174.12645,2169.05101,2189.44174,2186.83108,2170.18292,2219.61242,2134.5356,2181.13274,2284.04235,123.6525512,123.1304403,125.2280362,124.9594774,123.24688,128.3316963,119.5798375,124.3732888,134.9596081
United Arab Emirates,19809.2,26162.21754,26499.44866,26871.93768,26719.47166,26427.27518,25308.78633,24915.36209,25255.12009,25490.59694,32.07104547,33.77344194,35.6538259,34.88415312,33.4090987,27.76278865,25.77672036,27.49187292,28.6805976
Uruguay,5396.9,5024.34244,4958.44289,5010.07311,5047.65092,5050.402,4919.40846,4757.61016,4727.0034,4899.41953,-6.903177009,-8.124240027,-7.167575645,-6.471290556,-6.420315366,-8.847515055,-11.84550094,-12.41261835,-9.21789305
Vanuatu,609.3,931.53828,946.56871,967.61012,1000.91464,985.53569,999.52684,953.16072,989.87176,1030.36255,52.88663712,55.35347284,58.8068472,64.27287707,61.74884129,64.0451075,56.43537174,62.46048909,69.10594945
Zambia,2567.4,2316.6725,2324.44153,2368.15137,2367.8531,2369.54583,2381.45892,2393.34283,2416.83113,2398.95366,-9.765813664,-9.463210641,-7.760716289,-7.772333879,-7.706402197,-7.242388409,-6.779511179,-5.864643998,-6.560969853
Zimbabwe,1534.4,1052.12883,1075.00593,1142.90672,1153.84145,1169.79688,1130.9335,1165.68419,1101.06928,1102.25837,-31.43060284,-29.93965524,-25.51442127,-24.80178246,-23.76193431,-26.29474062,-24.02996676,-28.24105318,-28.16355774
